TableName,SeriesCode,LineNumber,LineDescription,TimePeriod,METRIC_NAME,CL_UNIT,UNIT_MULT,DataValue,NoteRef,SourceTable
FAAt602,kcptotl1es00,1,Private fixed assets,1950,Fisher Quantity Index,Level,0,15.109,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,1951,Fisher Quantity Index,Level,0,15.674,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,1952,Fisher Quantity Index,Level,0,16.206,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,1953,Fisher Quantity Index,Level,0,16.791,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,1954,Fisher Quantity Index,Level,0,17.367,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,1955,Fisher Quantity Index,Level,0,18.065,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,1956,Fisher Quantity Index,Level,0,18.753,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,1957,Fisher Quantity Index,Level,0,19.396,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,1958,Fisher Quantity Index,Level,0,19.911,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,1959,Fisher Quantity Index,Level,0,20.573,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,1960,Fisher Quantity Index,Level,0,21.230,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,1961,Fisher Quantity Index,Level,0,21.868,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,1962,Fisher Quantity Index,Level,0,22.607,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,1963,Fisher Quantity Index,Level,0,23.428,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,1964,Fisher Quantity Index,Level,0,24.368,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,1965,Fisher Quantity Index,Level,0,25.443,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,1966,Fisher Quantity Index,Level,0,26.558,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,1967,Fisher Quantity Index,Level,0,27.569,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,1968,Fisher Quantity Index,Level,0,28.658,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,1969,Fisher Quantity Index,Level,0,29.804,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,1970,Fisher Quantity Index,Level,0,30.815,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,1971,Fisher Quantity Index,Level,0,31.917,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,1972,Fisher Quantity Index,Level,0,33.215,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,1973,Fisher Quantity Index,Level,0,34.656,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,1974,Fisher Quantity Index,Level,0,35.827,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,1975,Fisher Quantity Index,Level,0,36.656,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,1976,Fisher Quantity Index,Level,0,37.659,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,1977,Fisher Quantity Index,Level,0,38.952,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,1978,Fisher Quantity Index,Level,0,40.489,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,1979,Fisher Quantity Index,Level,0,42.092,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,1980,Fisher Quantity Index,Level,0,43.357,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,1981,Fisher Quantity Index,Level,0,44.610,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,1982,Fisher Quantity Index,Level,0,45.530,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,1983,Fisher Quantity Index,Level,0,46.602,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,1984,Fisher Quantity Index,Level,0,48.123,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,1985,Fisher Quantity Index,Level,0,49.713,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,1986,Fisher Quantity Index,Level,0,51.236,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,1987,Fisher Quantity Index,Level,0,52.680,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,1988,Fisher Quantity Index,Level,0,54.124,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,1989,Fisher Quantity Index,Level,0,55.530,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,1990,Fisher Quantity Index,Level,0,56.804,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,1991,Fisher Quantity Index,Level,0,57.740,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,1992,Fisher Quantity Index,Level,0,58.717,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,1993,Fisher Quantity Index,Level,0,59.979,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,1994,Fisher Quantity Index,Level,0,61.393,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,1995,Fisher Quantity Index,Level,0,62.979,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,1996,Fisher Quantity Index,Level,0,64.820,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,1997,Fisher Quantity Index,Level,0,66.844,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,1998,Fisher Quantity Index,Level,0,69.136,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,1999,Fisher Quantity Index,Level,0,71.602,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,2000,Fisher Quantity Index,Level,0,74.175,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,2001,Fisher Quantity Index,Level,0,76.291,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,2002,Fisher Quantity Index,Level,0,78.038,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,2003,Fisher Quantity Index,Level,0,79.896,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,2004,Fisher Quantity Index,Level,0,81.932,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,2005,Fisher Quantity Index,Level,0,84.021,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,2006,Fisher Quantity Index,Level,0,86.319,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,2007,Fisher Quantity Index,Level,0,88.304,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,2008,Fisher Quantity Index,Level,0,89.687,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,2009,Fisher Quantity Index,Level,0,90.020,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,2010,Fisher Quantity Index,Level,0,90.472,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,2011,Fisher Quantity Index,Level,0,91.204,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,2012,Fisher Quantity Index,Level,0,92.244,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,2013,Fisher Quantity Index,Level,0,93.579,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,2014,Fisher Quantity Index,Level,0,95.167,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,2015,Fisher Quantity Index,Level,0,96.829,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,2016,Fisher Quantity Index,Level,0,98.470,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,2017,Fisher Quantity Index,Level,0,100.000,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,2018,Fisher Quantity Index,Level,0,101.800,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,2019,Fisher Quantity Index,Level,0,103.668,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,2020,Fisher Quantity Index,Level,0,105.166,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,2021,Fisher Quantity Index,Level,0,106.890,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,2022,Fisher Quantity Index,Level,0,108.542,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,2023,Fisher Quantity Index,Level,0,110.346,FAAt602,FAAt602
FAAt602,kcptotl1es00,1,Private fixed assets,2024,Fisher Quantity Index,Level,0,112.150,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1925,Fisher Quantity Index,Level,0,9.183,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1926,Fisher Quantity Index,Level,0,9.474,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1927,Fisher Quantity Index,Level,0,9.718,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1928,Fisher Quantity Index,Level,0,9.962,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1929,Fisher Quantity Index,Level,0,10.266,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1930,Fisher Quantity Index,Level,0,10.453,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1931,Fisher Quantity Index,Level,0,10.425,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1932,Fisher Quantity Index,Level,0,10.276,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1933,Fisher Quantity Index,Level,0,10.108,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1934,Fisher Quantity Index,Level,0,10.004,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1935,Fisher Quantity Index,Level,0,9.943,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1936,Fisher Quantity Index,Level,0,9.984,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1937,Fisher Quantity Index,Level,0,10.112,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1938,Fisher Quantity Index,Level,0,10.118,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1939,Fisher Quantity Index,Level,0,10.143,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1940,Fisher Quantity Index,Level,0,10.251,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1941,Fisher Quantity Index,Level,0,10.425,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1942,Fisher Quantity Index,Level,0,10.409,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1943,Fisher Quantity Index,Level,0,10.321,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1944,Fisher Quantity Index,Level,0,10.328,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1945,Fisher Quantity Index,Level,0,10.480,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1946,Fisher Quantity Index,Level,0,10.783,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1947,Fisher Quantity Index,Level,0,11.228,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1948,Fisher Quantity Index,Level,0,11.663,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1949,Fisher Quantity Index,Level,0,11.948,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1950,Fisher Quantity Index,Level,0,12.274,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1951,Fisher Quantity Index,Level,0,12.673,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1952,Fisher Quantity Index,Level,0,13.094,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1953,Fisher Quantity Index,Level,0,13.574,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1954,Fisher Quantity Index,Level,0,13.980,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1955,Fisher Quantity Index,Level,0,14.449,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1956,Fisher Quantity Index,Level,0,15.044,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1957,Fisher Quantity Index,Level,0,15.631,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1958,Fisher Quantity Index,Level,0,15.973,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1959,Fisher Quantity Index,Level,0,16.378,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1960,Fisher Quantity Index,Level,0,16.882,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1961,Fisher Quantity Index,Level,0,17.351,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1962,Fisher Quantity Index,Level,0,17.899,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1963,Fisher Quantity Index,Level,0,18.478,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1964,Fisher Quantity Index,Level,0,19.207,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1965,Fisher Quantity Index,Level,0,20.194,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1966,Fisher Quantity Index,Level,0,21.400,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1967,Fisher Quantity Index,Level,0,22.493,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1968,Fisher Quantity Index,Level,0,23.624,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1969,Fisher Quantity Index,Level,0,24.818,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1970,Fisher Quantity Index,Level,0,25.834,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1971,Fisher Quantity Index,Level,0,26.735,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1972,Fisher Quantity Index,Level,0,27.784,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1973,Fisher Quantity Index,Level,0,29.080,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1974,Fisher Quantity Index,Level,0,30.343,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1975,Fisher Quantity Index,Level,0,31.173,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1976,Fisher Quantity Index,Level,0,32.074,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1977,Fisher Quantity Index,Level,0,33.204,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1978,Fisher Quantity Index,Level,0,34.664,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1979,Fisher Quantity Index,Level,0,36.317,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1980,Fisher Quantity Index,Level,0,37.844,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1981,Fisher Quantity Index,Level,0,39.408,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1982,Fisher Quantity Index,Level,0,40.644,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1983,Fisher Quantity Index,Level,0,41.749,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1984,Fisher Quantity Index,Level,0,43.417,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1985,Fisher Quantity Index,Level,0,45.176,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1986,Fisher Quantity Index,Level,0,46.604,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1987,Fisher Quantity Index,Level,0,47.811,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1988,Fisher Quantity Index,Level,0,49.034,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1989,Fisher Quantity Index,Level,0,50.379,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1990,Fisher Quantity Index,Level,0,51.808,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1991,Fisher Quantity Index,Level,0,52.857,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1992,Fisher Quantity Index,Level,0,53.892,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1993,Fisher Quantity Index,Level,0,55.201,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1994,Fisher Quantity Index,Level,0,56.700,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1995,Fisher Quantity Index,Level,0,58.587,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1996,Fisher Quantity Index,Level,0,60.788,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1997,Fisher Quantity Index,Level,0,63.257,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1998,Fisher Quantity Index,Level,0,65.968,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,1999,Fisher Quantity Index,Level,0,68.909,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,2000,Fisher Quantity Index,Level,0,72.050,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,2001,Fisher Quantity Index,Level,0,74.289,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,2002,Fisher Quantity Index,Level,0,75.493,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,2003,Fisher Quantity Index,Level,0,76.671,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,2004,Fisher Quantity Index,Level,0,77.994,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,2005,Fisher Quantity Index,Level,0,79.570,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,2006,Fisher Quantity Index,Level,0,81.603,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,2007,Fisher Quantity Index,Level,0,83.841,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,2008,Fisher Quantity Index,Level,0,85.718,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,2009,Fisher Quantity Index,Level,0,86.025,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,2010,Fisher Quantity Index,Level,0,86.732,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,2011,Fisher Quantity Index,Level,0,88.014,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,2012,Fisher Quantity Index,Level,0,89.751,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,2013,Fisher Quantity Index,Level,0,91.488,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,2014,Fisher Quantity Index,Level,0,93.790,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,2015,Fisher Quantity Index,Level,0,95.910,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,2016,Fisher Quantity Index,Level,0,97.974,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,2017,Fisher Quantity Index,Level,0,100.000,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,2018,Fisher Quantity Index,Level,0,102.555,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,2019,Fisher Quantity Index,Level,0,104.955,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,2020,Fisher Quantity Index,Level,0,106.416,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,2021,Fisher Quantity Index,Level,0,108.238,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,2022,Fisher Quantity Index,Level,0,110.338,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,2023,Fisher Quantity Index,Level,0,112.953,FAAt602,FAAt602
FAAt602,kcptotl2es00,2,Corporate,2024,Fisher Quantity Index,Level,0,115.520,FAAt602,FAAt602
FAAt602,kcnfito2es00,3,Financial,1925,Fisher Quantity Index,Level,0,2.183,FAAt602,FAAt602
FAAt602,kcnfito2es00,3,Financial,1926,Fisher Quantity Index,Level,0,2.264,FAAt602,FAAt602
FAAt602,kcnfito2es00,3,Financial,1927,Fisher Quantity Index,Level,0,2.357,FAAt602,FAAt602
FAAt602,kcnfito2es00,3,Financial,1928,Fisher Quantity Index,Level,0,2.456,FAAt602,FAAt602
FAAt602,kcnfito2es00,3,Financial,1929,Fisher Quantity Index,Level,0,2.607,FAAt602,FAAt602
FAAt602,kcnfito2es00,3,Financial,1930,Fisher Quantity Index,Level,0,2.702,FAAt602,FAAt602
FAAt602,kcnfito2es00,3,Financial,1931,Fisher Quantity Index,Level,0,2.723,FAAt602,FAAt602
FAAt602,kcnfito2es00,3,Financial,1932,Fisher Quantity Index,Level,0,2.697,FAAt602,FAAt602
FAAt602,kcnfito2es00,3,Financial,1933,Fisher Quantity Index,Level,0,2.648,FAAt602,FAAt602
FAAt602,kcnfito2es00,3,Financial,1934,Fisher Quantity Index,Level,0,2.618,FAAt602,FAAt602
FAAt602,kcnfito2es00,3,Financial,1935,Fisher Quantity Index,Level,0,2.602,FAAt602,FAAt602
FAAt602,kcnfito2es00,3,Financial,1936,Fisher Quantity Index,Level,0,2.609,FAAt602,FAAt602
FAAt602,kcnfito2es00,3,Financial,1937,Fisher Quantity Index,Level,0,2.639,FAAt602,FAAt602
FAAt602,kcnfito2es00,3,Financial,1938,Fisher Quantity Index,Level,0,2.618,FAAt602,FAAt602
FAAt602,kcnfito2es00,3,Financial,1939,Fisher Quantity Index,Level,0,2.608,FAAt602,FAAt602
FAAt602,kcnfito2es00,3,Financial,1940,Fisher Quantity Index,Level,0,2.634,FAAt602,FAAt602
FAAt602,kcnfito2es00,3,Financial,1941,Fisher Quantity Index,Level,0,2.701,FAAt602,FAAt602
FAAt602,kcnfito2es00,3,Financial,1942,Fisher Quantity Index,Level,0,2.634,FAAt602,FAAt602
FAAt602,kcnfito2es00,3,Financial,1943,Fisher Quantity Index,Level,0,2.545,FAAt602,FAAt602
FAAt602,kcnfito2es00,3,Financial,1944,Fisher Quantity Index,Level,0,2.456,FAAt602,FAAt602
FAAt602,kcnfito2es00,3,Financial,1945,Fisher Quantity Index,Level,0,2.398,FAAt602,FAAt602
FAAt602,kcnfito2es00,3,Financial,1946,Fisher Quantity Index,Level,0,2.487,FAAt602,FAAt602
FAAt602,kcnfito2es00,3,Financial,1947,Fisher Quantity Index,Level,0,2.558,FAAt602,FAAt602
FAAt602,kcnfito2es00,3,Financial,1948,Fisher Quantity Index,Level,0,2.628,FAAt602,FAAt602
FAAt602,kcnfito2es00,3,Financial,1949,Fisher Quantity Index,Level,0,2.693,FAAt602,FAAt602
FAAt602,kcnfito2es00,3,Financial,1950,Fisher Quantity Index,Level,0,2.767,FAAt602,FAAt602
FAAt602,kcnfito2es00,3,Financial,1951,Fisher Quantity Index,Level,0,2.868,FAAt602,FAAt602
FAAt602,kcnfito2es00,3,Financial,1952,Fisher Quantity Index,Level,0,2.945,FAAt602,FAAt602
FAAt602,kcnfito2es00,3,Financial,1953,Fisher Quantity Index,Level,0,3.089,FAAt602,FAAt602
FAAt602,kcnfito2es00,3,Financial,1954,Fisher Quantity Index,Level,0,3.231,FAAt602,FAAt602
FAAt602,kcnfito2es00,3,Financial,1955,Fisher Quantity Index,Level,0,3.458,FAAt602,FAAt602
FAAt602,kcnfito2es00,3,Financial,1956,Fisher Quantity Index,Level,0,3.684,FAAt602,FAAt602
FAAt602,kcnfito2es00,3,Financial,1957,Fisher Quantity Index,Level,0,3.879,FAAt602,FAAt602
FAAt602,kcnfito2es00,3,Financial,1958,Fisher Quantity Index,Level,0,4.030,FAAt602,FAAt602
FAAt602,kcnfito2es00,3,Financial,1959,Fisher Quantity Index,Level,0,4.212,FAAt602,FAAt602
FAAt602,kcnfito2es00,3,Financial,1960,Fisher Quantity Index,Level,0,4.450,FAAt602,FAAt602
FAAt602,kcnfito2es00,3,Financial,1961,Fisher Quantity Index,Level,0,4.682,FAAt602,FAAt602
FAAt602,kcnfito2es00,3,Financial,1962,Fisher Quantity Index,Level,0,4.970,FAAt602,FAAt602
