TableID,Frequency,Year,Quarter,Industry,IndustrYDescription,DataValue,NoteRef
15,A,1998,1998,531,Real estate,1327.1,15
15,A,1998,1998,532RL,Rental and leasing services and lessors of intangible assets,170.4,15
15,A,1998,1998,54,"Professional, scientific, and technical services",889.6,15
15,A,1998,1998,5411,Legal services,170.2,15
15,A,1998,1998,5412OP,"Miscellaneous professional, scientific, and technical services",565.8,15
15,A,1998,1998,5415,Computer systems design and related services,153.6,15
15,A,1998,1998,55,Management of companies and enterprises,221.7,15
15,A,1998,1998,56,Administrative and waste management services,399.0,15
15,A,1998,1998,561,Administrative and support services,352.6,15
15,A,1998,1998,562,Waste management and remediation services,46.5,15
15,A,1998,1998,6,"Educational services, health care, and social assistance",987.7,15
15,A,1998,1998,61,Educational services,121.7,15
15,A,1998,1998,62,Health care and social assistance,865.9,15
15,A,1998,1998,621,Ambulatory health care services,407.8,15
15,A,1998,1998,622,Hospitals,289.8,15
15,A,1998,1998,623,Nursing and residential care facilities,102.0,15
15,A,1998,1998,624,Social assistance,66.3,15
15,A,1998,1998,7,"Arts, entertainment, recreation, accommodation, and food services",582.3,15
15,A,1998,1998,71,"Arts, entertainment, and recreation",133.5,15
15,A,1998,1998,711AS,"Performing arts, spectator sports, museums, and related activities",64.6,15
15,A,1998,1998,713,"Amusements, gambling, and recreation industries",68.9,15
15,A,1998,1998,72,Accommodation and food services,448.8,15
15,A,1998,1998,721,Accommodation,123.8,15
15,A,1998,1998,722,Food services and drinking places,325.0,15
15,A,1998,1998,81,"Other services, except government",384.1,15
15,A,1998,1998,FIRE,"Finance, insurance, real estate, rental, and leasing",2610.6,15
15,A,1998,1998,G,Government,1730.3,15
15,A,1998,1998,GF,Federal,542.6,15
15,A,1998,1998,GFE,Government enterprises,78.2,15
15,A,1998,1998,GFG,General government,464.5,15
15,A,1998,1998,GFGD,National defense,301.0,15
15,A,1998,1998,GFGN,Nondefense,163.5,15
15,A,1998,1998,GSL,State and local,1187.7,15
15,A,1998,1998,GSLE,Government enterprises,134.8,15
15,A,1998,1998,GSLG,General government,1052.9,15
15,A,1998,1998,HS,Housing,911.4,15
15,A,1998,1998,ICT,Information-communications-technology-producing industries<sup>3</sup>,1087.4,15;15.3.A
15,A,1998,1998,II,All industries,16217.0,15
15,A,1998,1998,ORE,Other real estate,415.7,15
15,A,1998,1998,PGOOD,Private goods-producing industries<sup>1</sup>,5144.5,15;15.1.A
15,A,1998,1998,PROF,Professional and business services,1510.3,15
15,A,1998,1998,PSERV,Private services-producing industries<sup>2</sup>,9342.2,15;15.2.A
15,A,1998,1998,PVT,Private industries,14486.7,15
15,A,1999,1999,11,"Agriculture, forestry, fishing, and hunting",245.3,15
15,A,1999,1999,111CA,Farms,199.9,15
15,A,1999,1999,113FF,"Forestry, fishing, and related activities",45.4,15
15,A,1999,1999,21,Mining,156.1,15
15,A,1999,1999,211,Oil and gas extraction,85.5,15
15,A,1999,1999,212,"Mining, except oil and gas",53.1,15
15,A,1999,1999,213,Support activities for mining,17.5,15
15,A,1999,1999,22,Utilities,314.8,15
15,A,1999,1999,23,Construction,841.6,15
15,A,1999,1999,311FT,Food and beverage and tobacco products,538.0,15
15,A,1999,1999,313TT,Textile mills and textile product mills,86.6,15
15,A,1999,1999,315AL,Apparel and leather and allied products,76.0,15
15,A,1999,1999,31G,Manufacturing,4082.2,15
15,A,1999,1999,31ND,Nondurable goods,1723.5,15
15,A,1999,1999,321,Wood products,98.1,15
15,A,1999,1999,322,Paper products,155.6,15
15,A,1999,1999,323,Printing and related support activities,103.8,15
15,A,1999,1999,324,Petroleum and coal products,160.5,15
15,A,1999,1999,325,Chemical products,430.5,15
15,A,1999,1999,326,Plastics and rubber products,172.6,15
15,A,1999,1999,327,Nonmetallic mineral products,95.7,15
15,A,1999,1999,331,Primary metals,156.7,15
15,A,1999,1999,332,Fabricated metal products,257.2,15
15,A,1999,1999,333,Machinery,275.9,15
15,A,1999,1999,334,Computer and electronic products,486.6,15
15,A,1999,1999,335,"Electrical equipment, appliances, and components",116.7,15
15,A,1999,1999,3361MV,"Motor vehicles, bodies and trailers, and parts",505.4,15
15,A,1999,1999,3364OT,Other transportation equipment,180.4,15
15,A,1999,1999,337,Furniture and related products,70.8,15
15,A,1999,1999,339,Miscellaneous manufacturing,115.1,15
15,A,1999,1999,33DG,Durable goods,2358.7,15
15,A,1999,1999,42,Wholesale trade,826.3,15
15,A,1999,1999,441,Motor vehicle and parts dealers,196.4,15
15,A,1999,1999,445,Food and beverage stores,140.4,15
15,A,1999,1999,44RT,Retail trade,953.7,15
15,A,1999,1999,452,General merchandise stores,131.7,15
15,A,1999,1999,481,Air transportation,120.5,15
15,A,1999,1999,482,Rail transportation,38.7,15
15,A,1999,1999,483,Water transportation,25.7,15
15,A,1999,1999,484,Truck transportation,185.7,15
15,A,1999,1999,485,Transit and ground passenger transportation,26.3,15
15,A,1999,1999,486,Pipeline transportation,24.1,15
15,A,1999,1999,487OS,Other transportation and support activities,106.1,15
15,A,1999,1999,48TW,Transportation and warehousing,558.3,15
15,A,1999,1999,493,Warehousing and storage,31.1,15
15,A,1999,1999,4A0,Other retail,485.2,15
15,A,1999,1999,51,Information,913.6,15
15,A,1999,1999,511,"Publishing industries, except internet (includes software)",238.5,15
15,A,1999,1999,512,Motion picture and sound recording industries,104.9,15
15,A,1999,1999,513,Broadcasting and telecommunications,506.0,15
15,A,1999,1999,514,"Data processing, internet publishing, and other information services",64.1,15
15,A,1999,1999,52,Finance and insurance,1234.6,15
15,A,1999,1999,521CI,"Federal Reserve banks, credit intermediation, and related activities",477.4,15
15,A,1999,1999,523,"Securities, commodity contracts, and investments",292.4,15
15,A,1999,1999,524,Insurance carriers and related activities,390.2,15
15,A,1999,1999,525,"Funds, trusts, and other financial vehicles",74.6,15
15,A,1999,1999,53,Real estate and rental and leasing,1599.2,15
15,A,1999,1999,531,Real estate,1410.9,15
15,A,1999,1999,532RL,Rental and leasing services and lessors of intangible assets,188.3,15
15,A,1999,1999,54,"Professional, scientific, and technical services",977.7,15
15,A,1999,1999,5411,Legal services,180.9,15
15,A,1999,1999,5412OP,"Miscellaneous professional, scientific, and technical services",610.6,15
15,A,1999,1999,5415,Computer systems design and related services,186.2,15
15,A,1999,1999,55,Management of companies and enterprises,240.2,15
15,A,1999,1999,56,Administrative and waste management services,436.1,15
15,A,1999,1999,561,Administrative and support services,385.4,15
15,A,1999,1999,562,Waste management and remediation services,50.7,15
15,A,1999,1999,6,"Educational services, health care, and social assistance",1038.4,15
15,A,1999,1999,61,Educational services,129.8,15
15,A,1999,1999,62,Health care and social assistance,908.6,15
15,A,1999,1999,621,Ambulatory health care services,425.6,15
15,A,1999,1999,622,Hospitals,303.3,15
15,A,1999,1999,623,Nursing and residential care facilities,105.9,15
15,A,1999,1999,624,Social assistance,73.8,15
15,A,1999,1999,7,"Arts, entertainment, recreation, accommodation, and food services",618.5,15
15,A,1999,1999,71,"Arts, entertainment, and recreation",142.6,15
15,A,1999,1999,711AS,"Performing arts, spectator sports, museums, and related activities",69.2,15
15,A,1999,1999,713,"Amusements, gambling, and recreation industries",73.4,15
15,A,1999,1999,72,Accommodation and food services,475.9,15
15,A,1999,1999,721,Accommodation,133.8,15
15,A,1999,1999,722,Food services and drinking places,342.1,15
15,A,1999,1999,81,"Other services, except government",402.3,15
15,A,1999,1999,FIRE,"Finance, insurance, real estate, rental, and leasing",2833.7,15
15,A,1999,1999,G,Government,1834.7,15
15,A,1999,1999,GF,Federal,562.9,15
15,A,1999,1999,GFE,Government enterprises,81.5,15
15,A,1999,1999,GFG,General government,481.4,15
15,A,1999,1999,GFGD,National defense,313.3,15
15,A,1999,1999,GFGN,Nondefense,168.1,15
15,A,1999,1999,GSL,State and local,1271.8,15
15,A,1999,1999,GSLE,Government enterprises,141.2,15
15,A,1999,1999,GSLG,General government,1130.6,15
15,A,1999,1999,HS,Housing,968.0,15
15,A,1999,1999,ICT,Information-communications-technology-producing industries<sup>3</sup>,1224.4,15;15.3.A
15,A,1999,1999,II,All industries,17273.4,15
15,A,1999,1999,ORE,Other real estate,442.9,15
15,A,1999,1999,PGOOD,Private goods-producing industries<sup>1</sup>,5325.2,15;15.1.A
15,A,1999,1999,PROF,Professional and business services,1653.9,15
15,A,1999,1999,PSERV,Private services-producing industries<sup>2</sup>,10113.4,15;15.2.A
15,A,1999,1999,PVT,Private industries,15438.7,15
15,A,2000,2000,11,"Agriculture, forestry, fishing, and hunting",243.6,15
15,A,2000,2000,111CA,Farms,204.3,15
15,A,2000,2000,113FF,"Forestry, fishing, and related activities",39.3,15
15,A,2000,2000,21,Mining,218.5,15
15,A,2000,2000,211,Oil and gas extraction,143.0,15
15,A,2000,2000,212,"Mining, except oil and gas",54.7,15
15,A,2000,2000,213,Support activities for mining,20.9,15
15,A,2000,2000,22,Utilities,373.3,15
15,A,2000,2000,23,Construction,913.8,15
15,A,2000,2000,311FT,Food and beverage and tobacco products,557.0,15
15,A,2000,2000,313TT,Textile mills and textile product mills,85.1,15
15,A,2000,2000,315AL,Apparel and leather and allied products,75.3,15
15,A,2000,2000,31G,Manufacturing,4290.7,15
15,A,2000,2000,31ND,Nondurable goods,1855.1,15
15,A,2000,2000,321,Wood products,94.5,15
15,A,2000,2000,322,Paper products,163.7,15
15,A,2000,2000,323,Printing and related support activities,107.2,15
15,A,2000,2000,324,Petroleum and coal products,233.0,15
15,A,2000,2000,325,Chemical products,454.8,15
15,A,2000,2000,326,Plastics and rubber products,179.1,15
15,A,2000,2000,327,Nonmetallic mineral products,97.7,15
15,A,2000,2000,331,Primary metals,155.7,15
15,A,2000,2000,332,Fabricated metal products,269.1,15
15,A,2000,2000,333,Machinery,294.5,15
15,A,2000,2000,334,Computer and electronic products,548.7,15
15,A,2000,2000,335,"Electrical equipment, appliances, and components",124.9,15
15,A,2000,2000,3361MV,"Motor vehicles, bodies and trailers, and parts",483.9,15
15,A,2000,2000,3364OT,Other transportation equipment,161.8,15
15,A,2000,2000,337,Furniture and related products,75.9,15
15,A,2000,2000,339,Miscellaneous manufacturing,128.8,15
15,A,2000,2000,33DG,Durable goods,2435.6,15
15,A,2000,2000,42,Wholesale trade,880.5,15
15,A,2000,2000,441,Motor vehicle and parts dealers,195.4,15
15,A,2000,2000,445,Food and beverage stores,141.5,15
15,A,2000,2000,44RT,Retail trade,1000.0,15
15,A,2000,2000,452,General merchandise stores,136.3,15
15,A,2000,2000,481,Air transportation,134.0,15
15,A,2000,2000,482,Rail transportation,39.3,15
15,A,2000,2000,483,Water transportation,27.2,15
15,A,2000,2000,484,Truck transportation,198.5,15
15,A,2000,2000,485,Transit and ground passenger transportation,26.0,15
15,A,2000,2000,486,Pipeline transportation,23.2,15
15,A,2000,2000,487OS,Other transportation and support activities,118.1,15
15,A,2000,2000,48TW,Transportation and warehousing,600.0,15
15,A,2000,2000,493,Warehousing and storage,33.8,15
15,A,2000,2000,4A0,Other retail,526.9,15
15,A,2000,2000,51,Information,1008.5,15
15,A,2000,2000,511,"Publishing industries, except internet (includes software)",259.4,15
15,A,2000,2000,512,Motion picture and sound recording industries,115.3,15
15,A,2000,2000,513,Broadcasting and telecommunications,563.1,15
15,A,2000,2000,514,"Data processing, internet publishing, and other information services",70.7,15
15,A,2000,2000,52,Finance and insurance,1395.4,15
15,A,2000,2000,521CI,"Federal Reserve banks, credit intermediation, and related activities",528.0,15
15,A,2000,2000,523,"Securities, commodity contracts, and investments",357.2,15
15,A,2000,2000,524,Insurance carriers and related activities,420.3,15
15,A,2000,2000,525,"Funds, trusts, and other financial vehicles",89.9,15
15,A,2000,2000,53,Real estate and rental and leasing,1734.3,15
15,A,2000,2000,531,Real estate,1524.2,15
15,A,2000,2000,532RL,Rental and leasing services and lessors of intangible assets,210.1,15
15,A,2000,2000,54,"Professional, scientific, and technical services",1073.9,15
15,A,2000,2000,5411,Legal services,187.7,15
15,A,2000,2000,5412OP,"Miscellaneous professional, scientific, and technical services",675.5,15
15,A,2000,2000,5415,Computer systems design and related services,210.7,15
15,A,2000,2000,55,Management of companies and enterprises,260.2,15
15,A,2000,2000,56,Administrative and waste management services,475.9,15
15,A,2000,2000,561,Administrative and support services,423.2,15
15,A,2000,2000,562,Waste management and remediation services,52.7,15
15,A,2000,2000,6,"Educational services, health care, and social assistance",1110.1,15
15,A,2000,2000,61,Educational services,141.7,15
15,A,2000,2000,62,Health care and social assistance,968.4,15
15,A,2000,2000,621,Ambulatory health care services,452.4,15
15,A,2000,2000,622,Hospitals,320.4,15
15,A,2000,2000,623,Nursing and residential care facilities,112.5,15
15,A,2000,2000,624,Social assistance,83.1,15
15,A,2000,2000,7,"Arts, entertainment, recreation, accommodation, and food services",670.2,15
15,A,2000,2000,71,"Arts, entertainment, and recreation",151.5,15
15,A,2000,2000,711AS,"Performing arts, spectator sports, museums, and related activities",75.9,15
15,A,2000,2000,713,"Amusements, gambling, and recreation industries",75.6,15
15,A,2000,2000,72,Accommodation and food services,518.7,15
15,A,2000,2000,721,Accommodation,150.3,15
15,A,2000,2000,722,Food services and drinking places,368.4,15
15,A,2000,2000,81,"Other services, except government",425.7,15
15,A,2000,2000,FIRE,"Finance, insurance, real estate, rental, and leasing",3129.7,15
15,A,2000,2000,G,Government,1951.1,15
15,A,2000,2000,GF,Federal,587.9,15
15,A,2000,2000,GFE,Government enterprises,84.0,15
15,A,2000,2000,GFG,General government,503.9,15
15,A,2000,2000,GFGD,National defense,321.6,15
15,A,2000,2000,GFGN,Nondefense,182.4,15
15,A,2000,2000,GSL,State and local,1363.2,15
15,A,2000,2000,GSLE,Government enterprises,146.9,15
15,A,2000,2000,GSLG,General government,1216.3,15
15,A,2000,2000,HS,Housing,1028.5,15
15,A,2000,2000,ICT,Information-communications-technology-producing industries<sup>3</sup>,1375.3,15;15.3.A
15,A,2000,2000,II,All industries,18625.7,15
15,A,2000,2000,ORE,Other real estate,495.7,15
15,A,2000,2000,PGOOD,Private goods-producing industries<sup>1</sup>,5666.7,15;15.1.A
15,A,2000,2000,PROF,Professional and business services,1810.0,15
15,A,2000,2000,PSERV,Private services-producing industries<sup>2</sup>,11008.0,15;15.2.A
15,A,2000,2000,PVT,Private industries,16674.6,15
15,A,2001,2001,11,"Agriculture, forestry, fishing, and hunting",251.4,15
15,A,2001,2001,111CA,Farms,212.3,15
15,A,2001,2001,113FF,"Forestry, fishing, and related activities",39.0,15
15,A,2001,2001,21,Mining,226.6,15
15,A,2001,2001,211,Oil and gas extraction,142.3,15
15,A,2001,2001,212,"Mining, except oil and gas",55.1,15
15,A,2001,2001,213,Support activities for mining,29.2,15
15,A,2001,2001,22,Utilities,446.5,15
15,A,2001,2001,23,Construction,956.8,15
15,A,2001,2001,311FT,Food and beverage and tobacco products,576.3,15
15,A,2001,2001,313TT,Textile mills and textile product mills,76.7,15
15,A,2001,2001,315AL,Apparel and leather and allied products,58.8,15
15,A,2001,2001,31G,Manufacturing,4049.5,15
15,A,2001,2001,31ND,Nondurable goods,1806.0,15
15,A,2001,2001,321,Wood products,87.5,15
15,A,2001,2001,322,Paper products,155.0,15
15,A,2001,2001,323,Printing and related support activities,104.1,15
15,A,2001,2001,324,Petroleum and coal products,218.1,15
15,A,2001,2001,325,Chemical products,446.8,15
15,A,2001,2001,326,Plastics and rubber products,170.4,15
15,A,2001,2001,327,Nonmetallic mineral products,94.4,15
15,A,2001,2001,331,Primary metals,137.0,15
15,A,2001,2001,332,Fabricated metal products,252.5,15
15,A,2001,2001,333,Machinery,264.9,15
15,A,2001,2001,334,Computer and electronic products,462.7,15
15,A,2001,2001,335,"Electrical equipment, appliances, and components",110.3,15
15,A,2001,2001,3361MV,"Motor vehicles, bodies and trailers, and parts",460.8,15
15,A,2001,2001,3364OT,Other transportation equipment,181.3,15
15,A,2001,2001,337,Furniture and related products,73.1,15
15,A,2001,2001,339,Miscellaneous manufacturing,118.9,15
15,A,2001,2001,33DG,Durable goods,2243.5,15
15,A,2001,2001,42,Wholesale trade,860.4,15
15,A,2001,2001,441,Motor vehicle and parts dealers,176.6,15
15,A,2001,2001,445,Food and beverage stores,152.6,15
15,A,2001,2001,44RT,Retail trade,992.3,15
15,A,2001,2001,452,General merchandise stores,139.0,15
15,A,2001,2001,481,Air transportation,118.3,15
15,A,2001,2001,482,Rail transportation,39.8,15
15,A,2001,2001,483,Water transportation,26.9,15
15,A,2001,2001,484,Truck transportation,199.3,15
15,A,2001,2001,485,Transit and ground passenger transportation,26.8,15
15,A,2001,2001,486,Pipeline transportation,22.7,15
15,A,2001,2001,487OS,Other transportation and support activities,121.5,15
15,A,2001,2001,48TW,Transportation and warehousing,591.7,15
15,A,2001,2001,493,Warehousing and storage,36.3,15
15,A,2001,2001,4A0,Other retail,524.1,15
15,A,2001,2001,51,Information,1039.2,15
15,A,2001,2001,511,"Publishing industries, except internet (includes software)",261.9,15
15,A,2001,2001,512,Motion picture and sound recording industries,122.0,15
15,A,2001,2001,513,Broadcasting and telecommunications,581.2,15
15,A,2001,2001,514,"Data processing, internet publishing, and other information services",74.1,15
15,A,2001,2001,52,Finance and insurance,1381.4,15
15,A,2001,2001,521CI,"Federal Reserve banks, credit intermediation, and related activities",548.0,15
15,A,2001,2001,523,"Securities, commodity contracts, and investments",312.8,15
15,A,2001,2001,524,Insurance carriers and related activities,439.6,15
15,A,2001,2001,525,"Funds, trusts, and other financial vehicles",80.9,15
15,A,2001,2001,53,Real estate and rental and leasing,1832.7,15
15,A,2001,2001,531,Real estate,1622.8,15
15,A,2001,2001,532RL,Rental and leasing services and lessors of intangible assets,209.9,15
15,A,2001,2001,54,"Professional, scientific, and technical services",1103.5,15
15,A,2001,2001,5411,Legal services,200.7,15
15,A,2001,2001,5412OP,"Miscellaneous professional, scientific, and technical services",697.5,15
15,A,2001,2001,5415,Computer systems design and related services,205.2,15
15,A,2001,2001,55,Management of companies and enterprises,259.6,15
15,A,2001,2001,56,Administrative and waste management services,472.3,15
15,A,2001,2001,561,Administrative and support services,418.9,15
15,A,2001,2001,562,Waste management and remediation services,53.4,15
15,A,2001,2001,6,"Educational services, health care, and social assistance",1208.4,15
15,A,2001,2001,61,Educational services,155.5,15
15,A,2001,2001,62,Health care and social assistance,1052.9,15
15,A,2001,2001,621,Ambulatory health care services,492.4,15
15,A,2001,2001,622,Hospitals,345.7,15
15,A,2001,2001,623,Nursing and residential care facilities,121.2,15
15,A,2001,2001,624,Social assistance,93.7,15
15,A,2001,2001,7,"Arts, entertainment, recreation, accommodation, and food services",689.6,15
15,A,2001,2001,71,"Arts, entertainment, and recreation",160.0,15
15,A,2001,2001,711AS,"Performing arts, spectator sports, museums, and related activities",83.0,15
