TableID,Frequency,Year,Quarter,Industry,IndustrYDescription,DataValue,NoteRef
20,A,1997,1997,482,Rail transportation,18.2,20
20,A,1997,1997,483,Water transportation,17.9,20
20,A,1997,1997,484,Truck transportation,84.9,20
20,A,1997,1997,485,Transit and ground passenger transportation,9.1,20
20,A,1997,1997,486,Pipeline transportation,17.3,20
20,A,1997,1997,487OS,Other transportation and support activities,29.6,20
20,A,1997,1997,48TW,Transportation and warehousing,241.7,20
20,A,1997,1997,493,Warehousing and storage,5.4,20
20,A,1997,1997,4A0,Other retail,145.9,20
20,A,1997,1997,51,Information,336.5,20
20,A,1997,1997,511,"Publishing industries, except internet (includes software)",95.2,20
20,A,1997,1997,512,Motion picture and sound recording industries,49.2,20
20,A,1997,1997,513,Broadcasting and telecommunications,177.9,20
20,A,1997,1997,514,"Data processing, internet publishing, and other information services",14.2,20
20,A,1997,1997,52,Finance and insurance,428.7,20
20,A,1997,1997,521CI,"Federal Reserve banks, credit intermediation, and related activities",160.7,20
20,A,1997,1997,523,"Securities, commodity contracts, and investments",84.7,20
20,A,1997,1997,524,Insurance carriers and related activities,134.4,20
20,A,1997,1997,525,"Funds, trusts, and other financial vehicles",49.0,20
20,A,1997,1997,53,Real estate and rental and leasing,370.8,20
20,A,1997,1997,531,Real estate,326.9,20
20,A,1997,1997,532RL,Rental and leasing services and lessors of intangible assets,43.9,20
20,A,1997,1997,54,"Professional, scientific, and technical services",300.1,20
20,A,1997,1997,5411,Legal services,51.6,20
20,A,1997,1997,5412OP,"Miscellaneous professional, scientific, and technical services",200.1,20
20,A,1997,1997,5415,Computer systems design and related services,48.4,20
20,A,1997,1997,55,Management of companies and enterprises,69.7,20
20,A,1997,1997,56,Administrative and waste management services,135.5,20
20,A,1997,1997,561,Administrative and support services,115.4,20
20,A,1997,1997,562,Waste management and remediation services,20.1,20
20,A,1997,1997,6,"Educational services, health care, and social assistance",338.7,20
20,A,1997,1997,61,Educational services,36.0,20
20,A,1997,1997,62,Health care and social assistance,302.6,20
20,A,1997,1997,621,Ambulatory health care services,137.1,20
20,A,1997,1997,622,Hospitals,106.1,20
20,A,1997,1997,623,Nursing and residential care facilities,37.3,20
20,A,1997,1997,624,Social assistance,22.1,20
20,A,1997,1997,7,"Arts, entertainment, recreation, accommodation, and food services",249.1,20
20,A,1997,1997,71,"Arts, entertainment, and recreation",47.3,20
20,A,1997,1997,711AS,"Performing arts, spectator sports, museums, and related activities",22.2,20
20,A,1997,1997,713,"Amusements, gambling, and recreation industries",25.1,20
20,A,1997,1997,72,Accommodation and food services,201.9,20
20,A,1997,1997,721,Accommodation,45.8,20
20,A,1997,1997,722,Food services and drinking places,156.1,20
20,A,1997,1997,81,"Other services, except government",121.8,20
20,A,1997,1997,FIRE,"Finance, insurance, real estate, rental, and leasing",799.5,20
20,A,1997,1997,G,Government,520.2,20
20,A,1997,1997,GF,Federal,151.4,20
20,A,1997,1997,GFE,Government enterprises,19.7,20
20,A,1997,1997,GFG,General government,131.6,20
20,A,1997,1997,GFGD,National defense,93.0,20
20,A,1997,1997,GFGN,Nondefense,38.6,20
20,A,1997,1997,GSL,State and local,368.8,20
20,A,1997,1997,GSLE,Government enterprises,64.7,20
20,A,1997,1997,GSLG,General government,304.2,20
20,A,1997,1997,HS,Housing,88.0,20
20,A,1997,1997,ICT,Information-communications-technology-producing industries<sup>3</sup>,487.2,20;20.3.A
20,A,1997,1997,II,All industries,6816.1,20
20,A,1997,1997,ORE,Other real estate,238.9,20
20,A,1997,1997,PGOOD,Private goods-producing industries<sup>1</sup>,3115.8,20;20.1.A
20,A,1997,1997,PROF,Professional and business services,505.2,20
20,A,1997,1997,PSERV,Private services-producing industries<sup>2</sup>,3180.0,20;20.2.A
20,A,1997,1997,PVT,Private industries,6295.9,20
20,A,1998,1998,11,"Agriculture, forestry, fishing, and hunting",149.0,20
20,A,1998,1998,111CA,Farms,127.8,20
20,A,1998,1998,113FF,"Forestry, fishing, and related activities",21.2,20
20,A,1998,1998,21,Mining,70.2,20
20,A,1998,1998,211,Oil and gas extraction,33.9,20
20,A,1998,1998,212,"Mining, except oil and gas",26.5,20
20,A,1998,1998,213,Support activities for mining,9.8,20
20,A,1998,1998,22,Utilities,104.2,20
20,A,1998,1998,23,Construction,399.8,20
20,A,1998,1998,311FT,Food and beverage and tobacco products,400.1,20
20,A,1998,1998,313TT,Textile mills and textile product mills,59.6,20
20,A,1998,1998,315AL,Apparel and leather and allied products,55.6,20
20,A,1998,1998,31G,Manufacturing,2532.7,20
20,A,1998,1998,31ND,Nondurable goods,1103.8,20
20,A,1998,1998,321,Wood products,64.3,20
20,A,1998,1998,322,Paper products,97.3,20
20,A,1998,1998,323,Printing and related support activities,61.4,20
20,A,1998,1998,324,Petroleum and coal products,86.5,20
20,A,1998,1998,325,Chemical products,241.4,20
20,A,1998,1998,326,Plastics and rubber products,101.8,20
20,A,1998,1998,327,Nonmetallic mineral products,50.8,20
20,A,1998,1998,331,Primary metals,117.7,20
20,A,1998,1998,332,Fabricated metal products,142.8,20
20,A,1998,1998,333,Machinery,163.7,20
20,A,1998,1998,334,Computer and electronic products,273.0,20
20,A,1998,1998,335,"Electrical equipment, appliances, and components",74.0,20
20,A,1998,1998,3361MV,"Motor vehicles, bodies and trailers, and parts",325.8,20
20,A,1998,1998,3364OT,Other transportation equipment,117.2,20
20,A,1998,1998,337,Furniture and related products,38.8,20
20,A,1998,1998,339,Miscellaneous manufacturing,60.9,20
20,A,1998,1998,33DG,Durable goods,1428.9,20
20,A,1998,1998,42,Wholesale trade,209.3,20
20,A,1998,1998,441,Motor vehicle and parts dealers,50.9,20
20,A,1998,1998,445,Food and beverage stores,35.3,20
20,A,1998,1998,44RT,Retail trade,264.9,20
20,A,1998,1998,452,General merchandise stores,36.9,20
20,A,1998,1998,481,Air transportation,60.2,20
20,A,1998,1998,482,Rail transportation,15.9,20
20,A,1998,1998,483,Water transportation,18.0,20
20,A,1998,1998,484,Truck transportation,88.4,20
20,A,1998,1998,485,Transit and ground passenger transportation,10.3,20
20,A,1998,1998,486,Pipeline transportation,14.3,20
20,A,1998,1998,487OS,Other transportation and support activities,35.8,20
20,A,1998,1998,48TW,Transportation and warehousing,247.0,20
20,A,1998,1998,493,Warehousing and storage,3.9,20
20,A,1998,1998,4A0,Other retail,141.8,20
20,A,1998,1998,51,Information,373.9,20
20,A,1998,1998,511,"Publishing industries, except internet (includes software)",107.7,20
20,A,1998,1998,512,Motion picture and sound recording industries,47.9,20
20,A,1998,1998,513,Broadcasting and telecommunications,204.9,20
20,A,1998,1998,514,"Data processing, internet publishing, and other information services",13.3,20
20,A,1998,1998,52,Finance and insurance,475.1,20
20,A,1998,1998,521CI,"Federal Reserve banks, credit intermediation, and related activities",163.0,20
20,A,1998,1998,523,"Securities, commodity contracts, and investments",122.8,20
20,A,1998,1998,524,Insurance carriers and related activities,137.1,20
20,A,1998,1998,525,"Funds, trusts, and other financial vehicles",52.3,20
20,A,1998,1998,53,Real estate and rental and leasing,425.4,20
20,A,1998,1998,531,Real estate,367.9,20
20,A,1998,1998,532RL,Rental and leasing services and lessors of intangible assets,57.4,20
20,A,1998,1998,54,"Professional, scientific, and technical services",346.5,20
20,A,1998,1998,5411,Legal services,56.4,20
20,A,1998,1998,5412OP,"Miscellaneous professional, scientific, and technical services",225.5,20
20,A,1998,1998,5415,Computer systems design and related services,64.6,20
20,A,1998,1998,55,Management of companies and enterprises,82.6,20
20,A,1998,1998,56,Administrative and waste management services,167.2,20
20,A,1998,1998,561,Administrative and support services,143.5,20
20,A,1998,1998,562,Waste management and remediation services,23.7,20
20,A,1998,1998,6,"Educational services, health care, and social assistance",371.9,20
20,A,1998,1998,61,Educational services,41.8,20
20,A,1998,1998,62,Health care and social assistance,330.1,20
20,A,1998,1998,621,Ambulatory health care services,149.2,20
20,A,1998,1998,622,Hospitals,116.7,20
20,A,1998,1998,623,Nursing and residential care facilities,40.9,20
20,A,1998,1998,624,Social assistance,23.3,20
20,A,1998,1998,7,"Arts, entertainment, recreation, accommodation, and food services",260.2,20
20,A,1998,1998,71,"Arts, entertainment, and recreation",50.7,20
20,A,1998,1998,711AS,"Performing arts, spectator sports, museums, and related activities",24.0,20
20,A,1998,1998,713,"Amusements, gambling, and recreation industries",26.7,20
20,A,1998,1998,72,Accommodation and food services,209.5,20
20,A,1998,1998,721,Accommodation,48.1,20
20,A,1998,1998,722,Food services and drinking places,161.4,20
20,A,1998,1998,81,"Other services, except government",135.4,20
20,A,1998,1998,FIRE,"Finance, insurance, real estate, rental, and leasing",900.5,20
20,A,1998,1998,G,Government,539.0,20
20,A,1998,1998,GF,Federal,146.2,20
20,A,1998,1998,GFE,Government enterprises,18.5,20
20,A,1998,1998,GFG,General government,127.7,20
20,A,1998,1998,GFGD,National defense,90.5,20
20,A,1998,1998,GFGN,Nondefense,37.2,20
20,A,1998,1998,GSL,State and local,392.8,20
20,A,1998,1998,GSLE,Government enterprises,66.1,20
20,A,1998,1998,GSLG,General government,326.7,20
20,A,1998,1998,HS,Housing,99.1,20
20,A,1998,1998,ICT,Information-communications-technology-producing industries<sup>3</sup>,541.8,20;20.3.A
20,A,1998,1998,II,All industries,7154.2,20
20,A,1998,1998,ORE,Other real estate,268.8,20
20,A,1998,1998,PGOOD,Private goods-producing industries<sup>1</sup>,3151.7,20;20.1.A
20,A,1998,1998,PROF,Professional and business services,596.3,20
20,A,1998,1998,PSERV,Private services-producing industries<sup>2</sup>,3463.5,20;20.2.A
20,A,1998,1998,PVT,Private industries,6615.2,20
20,A,1999,1999,11,"Agriculture, forestry, fishing, and hunting",152.0,20
20,A,1999,1999,111CA,Farms,128.3,20
20,A,1999,1999,113FF,"Forestry, fishing, and related activities",23.7,20
20,A,1999,1999,21,Mining,71.5,20
20,A,1999,1999,211,Oil and gas extraction,41.4,20
20,A,1999,1999,212,"Mining, except oil and gas",23.7,20
20,A,1999,1999,213,Support activities for mining,6.4,20
20,A,1999,1999,22,Utilities,134.8,20
20,A,1999,1999,23,Construction,423.9,20
20,A,1999,1999,311FT,Food and beverage and tobacco products,376.2,20
20,A,1999,1999,313TT,Textile mills and textile product mills,58.1,20
20,A,1999,1999,315AL,Apparel and leather and allied products,53.6,20
20,A,1999,1999,31G,Manufacturing,2592.6,20
20,A,1999,1999,31ND,Nondurable goods,1109.1,20
20,A,1999,1999,321,Wood products,68.7,20
20,A,1999,1999,322,Paper products,96.2,20
20,A,1999,1999,323,Printing and related support activities,61.7,20
20,A,1999,1999,324,Petroleum and coal products,115.2,20
20,A,1999,1999,325,Chemical products,241.7,20
20,A,1999,1999,326,Plastics and rubber products,106.5,20
20,A,1999,1999,327,Nonmetallic mineral products,52.5,20
20,A,1999,1999,331,Primary metals,110.5,20
20,A,1999,1999,332,Fabricated metal products,141.1,20
20,A,1999,1999,333,Machinery,164.8,20
20,A,1999,1999,334,Computer and electronic products,300.0,20
20,A,1999,1999,335,"Electrical equipment, appliances, and components",72.2,20
20,A,1999,1999,3361MV,"Motor vehicles, bodies and trailers, and parts",370.6,20
20,A,1999,1999,3364OT,Other transportation equipment,106.6,20
20,A,1999,1999,337,Furniture and related products,39.2,20
20,A,1999,1999,339,Miscellaneous manufacturing,57.4,20
20,A,1999,1999,33DG,Durable goods,1483.5,20
20,A,1999,1999,42,Wholesale trade,242.8,20
20,A,1999,1999,441,Motor vehicle and parts dealers,61.1,20
20,A,1999,1999,445,Food and beverage stores,40.7,20
20,A,1999,1999,44RT,Retail trade,300.9,20
20,A,1999,1999,452,General merchandise stores,42.6,20
20,A,1999,1999,481,Air transportation,62.9,20
20,A,1999,1999,482,Rail transportation,16.1,20
20,A,1999,1999,483,Water transportation,19.0,20
20,A,1999,1999,484,Truck transportation,93.4,20
20,A,1999,1999,485,Transit and ground passenger transportation,8.6,20
20,A,1999,1999,486,Pipeline transportation,13.7,20
20,A,1999,1999,487OS,Other transportation and support activities,48.0,20
20,A,1999,1999,48TW,Transportation and warehousing,268.2,20
20,A,1999,1999,493,Warehousing and storage,6.5,20
20,A,1999,1999,4A0,Other retail,156.5,20
20,A,1999,1999,51,Information,428.3,20
20,A,1999,1999,511,"Publishing industries, except internet (includes software)",101.7,20
20,A,1999,1999,512,Motion picture and sound recording industries,44.6,20
20,A,1999,1999,513,Broadcasting and telecommunications,249.6,20
20,A,1999,1999,514,"Data processing, internet publishing, and other information services",32.3,20
20,A,1999,1999,52,Finance and insurance,560.2,20
20,A,1999,1999,521CI,"Federal Reserve banks, credit intermediation, and related activities",174.9,20
20,A,1999,1999,523,"Securities, commodity contracts, and investments",171.9,20
20,A,1999,1999,524,Insurance carriers and related activities,155.8,20
20,A,1999,1999,525,"Funds, trusts, and other financial vehicles",57.6,20
20,A,1999,1999,53,Real estate and rental and leasing,438.1,20
20,A,1999,1999,531,Real estate,377.1,20
20,A,1999,1999,532RL,Rental and leasing services and lessors of intangible assets,61.0,20
20,A,1999,1999,54,"Professional, scientific, and technical services",381.5,20
20,A,1999,1999,5411,Legal services,60.1,20
20,A,1999,1999,5412OP,"Miscellaneous professional, scientific, and technical services",238.2,20
20,A,1999,1999,5415,Computer systems design and related services,83.2,20
20,A,1999,1999,55,Management of companies and enterprises,91.7,20
20,A,1999,1999,56,Administrative and waste management services,183.3,20
20,A,1999,1999,561,Administrative and support services,157.6,20
20,A,1999,1999,562,Waste management and remediation services,25.7,20
20,A,1999,1999,6,"Educational services, health care, and social assistance",384.3,20
20,A,1999,1999,61,Educational services,42.1,20
20,A,1999,1999,62,Health care and social assistance,342.2,20
20,A,1999,1999,621,Ambulatory health care services,154.4,20
20,A,1999,1999,622,Hospitals,121.0,20
20,A,1999,1999,623,Nursing and residential care facilities,40.9,20
20,A,1999,1999,624,Social assistance,25.9,20
20,A,1999,1999,7,"Arts, entertainment, recreation, accommodation, and food services",264.3,20
20,A,1999,1999,71,"Arts, entertainment, and recreation",52.1,20
20,A,1999,1999,711AS,"Performing arts, spectator sports, museums, and related activities",24.7,20
20,A,1999,1999,713,"Amusements, gambling, and recreation industries",27.4,20
20,A,1999,1999,72,Accommodation and food services,212.2,20
20,A,1999,1999,721,Accommodation,49.6,20
20,A,1999,1999,722,Food services and drinking places,162.5,20
20,A,1999,1999,81,"Other services, except government",141.3,20
20,A,1999,1999,FIRE,"Finance, insurance, real estate, rental, and leasing",998.3,20
20,A,1999,1999,G,Government,582.4,20
20,A,1999,1999,GF,Federal,156.9,20
20,A,1999,1999,GFE,Government enterprises,20.5,20
20,A,1999,1999,GFG,General government,136.4,20
20,A,1999,1999,GFGD,National defense,101.3,20
20,A,1999,1999,GFGN,Nondefense,35.2,20
20,A,1999,1999,GSL,State and local,425.5,20
20,A,1999,1999,GSLE,Government enterprises,68.0,20
20,A,1999,1999,GSLG,General government,357.5,20
20,A,1999,1999,HS,Housing,102.5,20
20,A,1999,1999,ICT,Information-communications-technology-producing industries<sup>3</sup>,643.0,20;20.3.A
20,A,1999,1999,II,All industries,7642.2,20
20,A,1999,1999,ORE,Other real estate,274.6,20
20,A,1999,1999,PGOOD,Private goods-producing industries<sup>1</sup>,3240.0,20;20.1.A
20,A,1999,1999,PROF,Professional and business services,656.5,20
20,A,1999,1999,PSERV,Private services-producing industries<sup>2</sup>,3819.8,20;20.2.A
20,A,1999,1999,PVT,Private industries,7059.8,20
20,A,2000,2000,11,"Agriculture, forestry, fishing, and hunting",144.7,20
20,A,2000,2000,111CA,Farms,127.7,20
20,A,2000,2000,113FF,"Forestry, fishing, and related activities",17.0,20
20,A,2000,2000,21,Mining,108.0,20
20,A,2000,2000,211,Oil and gas extraction,74.8,20
20,A,2000,2000,212,"Mining, except oil and gas",26.2,20
20,A,2000,2000,213,Support activities for mining,7.1,20
20,A,2000,2000,22,Utilities,193.2,20
20,A,2000,2000,23,Construction,452.6,20
20,A,2000,2000,311FT,Food and beverage and tobacco products,393.9,20
20,A,2000,2000,313TT,Textile mills and textile product mills,57.1,20
20,A,2000,2000,315AL,Apparel and leather and allied products,53.2,20
20,A,2000,2000,31G,Manufacturing,2740.9,20
20,A,2000,2000,31ND,Nondurable goods,1229.9,20
20,A,2000,2000,321,Wood products,66.2,20
20,A,2000,2000,322,Paper products,101.5,20
20,A,2000,2000,323,Printing and related support activities,63.5,20
20,A,2000,2000,324,Petroleum and coal products,180.3,20
20,A,2000,2000,325,Chemical products,266.9,20
20,A,2000,2000,326,Plastics and rubber products,113.5,20
20,A,2000,2000,327,Nonmetallic mineral products,55.1,20
20,A,2000,2000,331,Primary metals,108.7,20
20,A,2000,2000,332,Fabricated metal products,147.8,20
20,A,2000,2000,333,Machinery,181.5,20
20,A,2000,2000,334,Computer and electronic products,323.4,20
20,A,2000,2000,335,"Electrical equipment, appliances, and components",79.2,20
20,A,2000,2000,3361MV,"Motor vehicles, bodies and trailers, and parts",346.4,20
20,A,2000,2000,3364OT,Other transportation equipment,90.7,20
20,A,2000,2000,337,Furniture and related products,42.4,20
20,A,2000,2000,339,Miscellaneous manufacturing,69.5,20
20,A,2000,2000,33DG,Durable goods,1511.0,20
20,A,2000,2000,42,Wholesale trade,258.6,20
20,A,2000,2000,441,Motor vehicle and parts dealers,56.8,20
20,A,2000,2000,445,Food and beverage stores,40.1,20
20,A,2000,2000,44RT,Retail trade,314.6,20
20,A,2000,2000,452,General merchandise stores,41.6,20
20,A,2000,2000,481,Air transportation,75.9,20
20,A,2000,2000,482,Rail transportation,16.0,20
20,A,2000,2000,483,Water transportation,19.1,20
20,A,2000,2000,484,Truck transportation,100.5,20
20,A,2000,2000,485,Transit and ground passenger transportation,7.6,20
20,A,2000,2000,486,Pipeline transportation,13.9,20
20,A,2000,2000,487OS,Other transportation and support activities,52.2,20
20,A,2000,2000,48TW,Transportation and warehousing,292.3,20
20,A,2000,2000,493,Warehousing and storage,7.2,20
20,A,2000,2000,4A0,Other retail,176.2,20
20,A,2000,2000,51,Information,537.3,20
20,A,2000,2000,511,"Publishing industries, except internet (includes software)",146.8,20
20,A,2000,2000,512,Motion picture and sound recording industries,61.2,20
20,A,2000,2000,513,Broadcasting and telecommunications,286.2,20
20,A,2000,2000,514,"Data processing, internet publishing, and other information services",43.2,20
20,A,2000,2000,52,Finance and insurance,651.0,20
20,A,2000,2000,521CI,"Federal Reserve banks, credit intermediation, and related activities",206.6,20
20,A,2000,2000,523,"Securities, commodity contracts, and investments",223.8,20
20,A,2000,2000,524,Insurance carriers and related activities,145.9,20
20,A,2000,2000,525,"Funds, trusts, and other financial vehicles",74.7,20
20,A,2000,2000,53,Real estate and rental and leasing,504.0,20
20,A,2000,2000,531,Real estate,429.7,20
20,A,2000,2000,532RL,Rental and leasing services and lessors of intangible assets,74.3,20
20,A,2000,2000,54,"Professional, scientific, and technical services",422.2,20
20,A,2000,2000,5411,Legal services,58.6,20
20,A,2000,2000,5412OP,"Miscellaneous professional, scientific, and technical services",266.9,20
20,A,2000,2000,5415,Computer systems design and related services,96.6,20
20,A,2000,2000,55,Management of companies and enterprises,89.1,20
20,A,2000,2000,56,Administrative and waste management services,193.8,20
20,A,2000,2000,561,Administrative and support services,167.3,20
20,A,2000,2000,562,Waste management and remediation services,26.6,20
20,A,2000,2000,6,"Educational services, health care, and social assistance",414.7,20
20,A,2000,2000,61,Educational services,46.4,20
20,A,2000,2000,62,Health care and social assistance,368.3,20
20,A,2000,2000,621,Ambulatory health care services,164.1,20
20,A,2000,2000,622,Hospitals,130.3,20
20,A,2000,2000,623,Nursing and residential care facilities,43.4,20
20,A,2000,2000,624,Social assistance,30.5,20
20,A,2000,2000,7,"Arts, entertainment, recreation, accommodation, and food services",283.7,20
20,A,2000,2000,71,"Arts, entertainment, and recreation",52.5,20
20,A,2000,2000,711AS,"Performing arts, spectator sports, museums, and related activities",26.6,20
20,A,2000,2000,713,"Amusements, gambling, and recreation industries",25.9,20
20,A,2000,2000,72,Accommodation and food services,231.2,20
20,A,2000,2000,721,Accommodation,57.0,20
20,A,2000,2000,722,Food services and drinking places,174.2,20
20,A,2000,2000,81,"Other services, except government",146.0,20
20,A,2000,2000,FIRE,"Finance, insurance, real estate, rental, and leasing",1155.0,20
20,A,2000,2000,G,Government,628.0,20
20,A,2000,2000,GF,Federal,164.3,20
20,A,2000,2000,GFE,Government enterprises,20.7,20
20,A,2000,2000,GFG,General government,143.6,20
20,A,2000,2000,GFGD,National defense,104.0,20
20,A,2000,2000,GFGN,Nondefense,39.6,20
20,A,2000,2000,GSL,State and local,463.7,20
20,A,2000,2000,GSLE,Government enterprises,71.4,20
20,A,2000,2000,GSLG,General government,392.3,20
20,A,2000,2000,HS,Housing,107.9,20
20,A,2000,2000,ICT,Information-communications-technology-producing industries<sup>3</sup>,739.2,20;20.3.A
20,A,2000,2000,II,All industries,8374.7,20
20,A,2000,2000,ORE,Other real estate,321.8,20
20,A,2000,2000,PGOOD,Private goods-producing industries<sup>1</sup>,3446.2,20;20.1.A
20,A,2000,2000,PROF,Professional and business services,705.1,20
20,A,2000,2000,PSERV,Private services-producing industries<sup>2</sup>,4300.5,20;20.2.A
20,A,2000,2000,PVT,Private industries,7746.7,20
20,A,2001,2001,11,"Agriculture, forestry, fishing, and hunting",150.6,20
20,A,2001,2001,111CA,Farms,133.3,20
20,A,2001,2001,113FF,"Forestry, fishing, and related activities",17.3,20
20,A,2001,2001,21,Mining,102.7,20
20,A,2001,2001,211,Oil and gas extraction,66.2,20
20,A,2001,2001,212,"Mining, except oil and gas",27.0,20
20,A,2001,2001,213,Support activities for mining,9.5,20
20,A,2001,2001,22,Utilities,265.2,20
20,A,2001,2001,23,Construction,470.4,20
20,A,2001,2001,311FT,Food and beverage and tobacco products,402.2,20
20,A,2001,2001,313TT,Textile mills and textile product mills,51.8,20
20,A,2001,2001,315AL,Apparel and leather and allied products,39.3,20
20,A,2001,2001,31G,Manufacturing,2575.9,20
20,A,2001,2001,31ND,Nondurable goods,1165.7,20
20,A,2001,2001,321,Wood products,60.3,20
20,A,2001,2001,322,Paper products,101.5,20
20,A,2001,2001,323,Printing and related support activities,61.4,20
20,A,2001,2001,324,Petroleum and coal products,149.7,20
20,A,2001,2001,325,Chemical products,253.0,20
20,A,2001,2001,326,Plastics and rubber products,106.9,20
20,A,2001,2001,327,Nonmetallic mineral products,53.1,20
20,A,2001,2001,331,Primary metals,96.7,20
20,A,2001,2001,332,Fabricated metal products,141.6,20
20,A,2001,2001,333,Machinery,159.5,20
20,A,2001,2001,334,Computer and electronic products,289.3,20
20,A,2001,2001,335,"Electrical equipment, appliances, and components",66.0,20
20,A,2001,2001,3361MV,"Motor vehicles, bodies and trailers, and parts",335.9,20
20,A,2001,2001,3364OT,Other transportation equipment,104.5,20
20,A,2001,2001,337,Furniture and related products,41.9,20
20,A,2001,2001,339,Miscellaneous manufacturing,61.4,20
20,A,2001,2001,33DG,Durable goods,1410.2,20
20,A,2001,2001,42,Wholesale trade,247.6,20
20,A,2001,2001,441,Motor vehicle and parts dealers,43.9,20
20,A,2001,2001,445,Food and beverage stores,43.5,20
20,A,2001,2001,44RT,Retail trade,282.9,20
20,A,2001,2001,452,General merchandise stores,39.4,20
20,A,2001,2001,481,Air transportation,69.1,20
20,A,2001,2001,482,Rail transportation,16.5,20
20,A,2001,2001,483,Water transportation,18.6,20
20,A,2001,2001,484,Truck transportation,102.1,20
20,A,2001,2001,485,Transit and ground passenger transportation,7.8,20
20,A,2001,2001,486,Pipeline transportation,6.6,20
20,A,2001,2001,487OS,Other transportation and support activities,52.4,20
20,A,2001,2001,48TW,Transportation and warehousing,283.7,20
20,A,2001,2001,493,Warehousing and storage,10.5,20
20,A,2001,2001,4A0,Other retail,156.0,20
20,A,2001,2001,51,Information,536.9,20
20,A,2001,2001,511,"Publishing industries, except internet (includes software)",150.5,20
20,A,2001,2001,512,Motion picture and sound recording industries,56.7,20
20,A,2001,2001,513,Broadcasting and telecommunications,299.8,20
20,A,2001,2001,514,"Data processing, internet publishing, and other information services",29.9,20
20,A,2001,2001,52,Finance and insurance,581.0,20
20,A,2001,2001,521CI,"Federal Reserve banks, credit intermediation, and related activities",212.6,20
20,A,2001,2001,523,"Securities, commodity contracts, and investments",125.1,20
20,A,2001,2001,524,Insurance carriers and related activities,177.6,20
20,A,2001,2001,525,"Funds, trusts, and other financial vehicles",65.7,20
20,A,2001,2001,53,Real estate and rental and leasing,503.7,20
20,A,2001,2001,531,Real estate,442.1,20
20,A,2001,2001,532RL,Rental and leasing services and lessors of intangible assets,61.6,20
20,A,2001,2001,54,"Professional, scientific, and technical services",416.8,20
20,A,2001,2001,5411,Legal services,60.1,20
20,A,2001,2001,5412OP,"Miscellaneous professional, scientific, and technical services",269.7,20
20,A,2001,2001,5415,Computer systems design and related services,87.1,20
20,A,2001,2001,55,Management of companies and enterprises,86.0,20
20,A,2001,2001,56,Administrative and waste management services,177.2,20
20,A,2001,2001,561,Administrative and support services,152.3,20
20,A,2001,2001,562,Waste management and remediation services,24.9,20
20,A,2001,2001,6,"Educational services, health care, and social assistance",458.6,20
20,A,2001,2001,61,Educational services,53.8,20
20,A,2001,2001,62,Health care and social assistance,404.8,20
20,A,2001,2001,621,Ambulatory health care services,181.5,20
20,A,2001,2001,622,Hospitals,138.8,20
20,A,2001,2001,623,Nursing and residential care facilities,46.7,20
20,A,2001,2001,624,Social assistance,37.8,20
20,A,2001,2001,7,"Arts, entertainment, recreation, accommodation, and food services",298.9,20
20,A,2001,2001,71,"Arts, entertainment, and recreation",63.3,20
20,A,2001,2001,711AS,"Performing arts, spectator sports, museums, and related activities",31.2,20
20,A,2001,2001,713,"Amusements, gambling, and recreation industries",32.1,20
